comparison,ref,query,variable,value
geneid_R_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,matching_intron_chains,4
geneid_simple_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,matching_intron_chains,0
geneid_simple_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,matching_intron_chains,4
geneid_simple_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,matching_intron_chains,4
geneid_simple_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,matching_intron_chains,5
geneid_S_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,matching_transcripts,6
geneid_S_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,matching_transcripts,0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,matching_transcripts,0
geneid_S_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,matching_transcripts,4
geneid_S_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,matching_transcripts,4
CNAC_ref_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,matching_transcripts,0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,matching_transcripts,0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,matching_transcripts,0
geneid_RS_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,matching_transcripts,4
geneid_RS_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,matching_transcripts,6
geneid_RS_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,matching_transcripts,0
geneid_R_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,matching_transcripts,4
geneid_R_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,matching_transcripts,0
geneid_R_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,matching_transcripts,5
geneid_RS_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,matching_transcripts,4
geneid_R_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,matching_transcripts,4
geneid_simple_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,matching_transcripts,0
geneid_simple_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,matching_transcripts,4
geneid_simple_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,matching_transcripts,4
geneid_simple_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,matching_transcripts,5
geneid_S_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,matching_loci,6
geneid_S_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,matching_loci,0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,matching_loci,0
geneid_S_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,matching_loci,4
geneid_S_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,matching_loci,4
CNAC_ref_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,matching_loci,0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,matching_loci,0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,matching_loci,0
geneid_RS_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,matching_loci,4
geneid_RS_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,matching_loci,6
geneid_RS_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,matching_loci,0
geneid_R_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,matching_loci,4
geneid_R_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,matching_loci,0
geneid_R_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,matching_loci,5
geneid_RS_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,matching_loci,4
geneid_R_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,matching_loci,4
geneid_simple_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,matching_loci,0
geneid_simple_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,matching_loci,4
geneid_simple_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,matching_loci,4
geneid_simple_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,matching_loci,5
geneid_S_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,missed_exon_prop,1/98
geneid_S_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,missed_exon_prop,85/98
CNAC_ref_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,missed_exon_prop,88/101
geneid_S_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,missed_exon_prop,10/98
geneid_S_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,missed_exon_prop,10/98
CNAC_ref_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,missed_exon_prop,87/101
CNAC_ref_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,missed_exon_prop,87/101
CNAC_ref_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,missed_exon_prop,86/101
geneid_RS_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,missed_exon_prop,13/102
geneid_RS_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,missed_exon_prop,5/102
geneid_RS_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,missed_exon_prop,87/102
geneid_R_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,missed_exon_prop,5/93
geneid_R_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,missed_exon_prop,79/93
geneid_R_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,missed_exon_prop,0/93
geneid_RS_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,missed_exon_prop,13/102
geneid_R_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,missed_exon_prop,4/93
geneid_simple_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,missed_exon_prop,80/94
geneid_simple_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,missed_exon_prop,5/94
geneid_simple_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,missed_exon_prop,6/94
geneid_simple_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,missed_exon_prop,1/94
geneid_S_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,missed_exon_perc,1.0
geneid_S_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,missed_exon_perc,86.7
CNAC_ref_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,missed_exon_perc,87.1
geneid_S_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,missed_exon_perc,10.2
geneid_S_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,missed_exon_perc,10.2
CNAC_ref_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,missed_exon_perc,86.1
CNAC_ref_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,missed_exon_perc,86.1
CNAC_ref_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,missed_exon_perc,85.1
geneid_RS_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,missed_exon_perc,12.7
geneid_RS_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,missed_exon_perc,4.9
geneid_RS_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,missed_exon_perc,85.3
geneid_R_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,missed_exon_perc,5.4
geneid_R_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,missed_exon_perc,84.9
geneid_R_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,missed_exon_perc,0.0
geneid_RS_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,missed_exon_perc,12.7
geneid_R_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,missed_exon_perc,4.3
geneid_simple_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,missed_exon_perc,85.1
geneid_simple_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,missed_exon_perc,5.3
geneid_simple_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,missed_exon_perc,6.4
geneid_simple_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,missed_exon_perc,1.1
geneid_S_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,novel_exon_prop,5/102
geneid_S_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,novel_exon_prop,88/101
CNAC_ref_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,novel_exon_prop,85/98
geneid_S_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,novel_exon_prop,5/93
geneid_S_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,novel_exon_prop,6/94
CNAC_ref_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,novel_exon_prop,79/93
CNAC_ref_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,novel_exon_prop,80/94
CNAC_ref_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,novel_exon_prop,87/102
geneid_RS_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,novel_exon_prop,5/94
geneid_RS_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,novel_exon_prop,1/98
geneid_RS_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,novel_exon_prop,86/101
geneid_R_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,novel_exon_prop,10/98
geneid_R_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,novel_exon_prop,87/101
geneid_R_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,novel_exon_prop,1/94
geneid_RS_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,novel_exon_prop,4/93
geneid_R_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,novel_exon_prop,13/102
geneid_simple_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,novel_exon_prop,87/101
geneid_simple_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,novel_exon_prop,13/102
geneid_simple_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,novel_exon_prop,10/98
geneid_simple_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,novel_exon_prop,0/93
geneid_S_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,novel_exon_perc,4.9
geneid_S_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,novel_exon_perc,87.1
CNAC_ref_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,novel_exon_perc,86.7
geneid_S_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,novel_exon_perc,5.4
geneid_S_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,novel_exon_perc,6.4
CNAC_ref_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,novel_exon_perc,84.9
CNAC_ref_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,novel_exon_perc,85.1
CNAC_ref_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,novel_exon_perc,85.3
geneid_RS_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,novel_exon_perc,5.3
geneid_RS_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,novel_exon_perc,1.0
geneid_RS_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,novel_exon_perc,85.1
geneid_R_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,novel_exon_perc,10.2
geneid_R_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,novel_exon_perc,86.1
geneid_R_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,novel_exon_perc,1.1
geneid_RS_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,novel_exon_perc,4.3
geneid_R_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,novel_exon_perc,12.7
geneid_simple_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,novel_exon_perc,86.1
geneid_simple_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,novel_exon_perc,12.7
geneid_simple_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,novel_exon_perc,10.2
geneid_simple_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,novel_exon_perc,0.0
geneid_S_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,base_level_F1,97.2
geneid_S_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,base_level_F1,16.1
CNAC_ref_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,base_level_F1,16.1
geneid_S_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,base_level_F1,93.3
geneid_S_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,base_level_F1,93.1
CNAC_ref_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,base_level_F1,18.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,base_level_F1,18.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,base_level_F1,18.0
geneid_RS_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,base_level_F1,92.8
geneid_RS_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,base_level_F1,97.2
geneid_RS_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,base_level_F1,18.0
geneid_R_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,base_level_F1,93.3
geneid_R_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,base_level_F1,18.0
geneid_R_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,base_level_F1,99.6
geneid_RS_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,base_level_F1,93.1
geneid_R_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,base_level_F1,93.1
geneid_simple_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,base_level_F1,18.0
geneid_simple_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,base_level_F1,92.8
geneid_simple_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,base_level_F1,93.1
geneid_simple_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,base_level_F1,99.6
geneid_S_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,exon_level_F1,97.0
geneid_S_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,exon_level_F1,12.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,exon_level_F1,12.0
geneid_S_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,exon_level_F1,92.1
